title,description,unit_type,rental_mode,price,room_price,bed_price,city,district,address,distance_to_university,nearby_universities,num_rooms,num_beds,num_bathrooms,gender_preference,has_internet,has_water,has_electricity,has_gas,has_ac,min_stay_months,max_stay_months,status,landlord_username
Apartment at El Mamar,"Rent billed monthly. Nearby: ATM, Pharmacy, Church, Supermarket / Grocery, Bakery, Restaurants & Cafes. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",apartment,whole_apartment,6250,,,Ismailia,El Mamar,"3emara 5, El Mamar St - Ganb El Bank El Ahli",4.82 km,Suez Canal University,2,6,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Hay El Salam,"Rent billed monthly. Nearby: Bakery, Supermarket / Grocery, Hospital / Medical Center, ATM, Gym, Public Transport Station. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,3650,,Ismailia,Hay El Salam,"3emara 242, El Bahary St - Ganb El Kenisa",4.0 km,Suez Canal University,1,3,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed semester. Nearby: Public Transport Station, Hospital / Medical Center, ATM, Church, Dry Clean / Laundry, Restaurants & Cafes. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Double): Private Bath, Balcony, Fan, Mirror | Room 3 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,32850,,,Ismailia,El Thalatini,"Maydan El Ferdaws, 3emara 1 - Fo2 Saydaleyet Shady",4.39 km,Suez Canal University,3,5,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed semester. Nearby: Mosque, Public Transport Station, Pharmacy, Hospital / Medical Center, ATM, Gym. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,21350,,,Ismailia,El Khamssa,El Komsiuon El Tebbi St - Borj El Ataba - Floor 3,2.02 km,Suez Canal University,1,2,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed monthly. Nearby: Bakery, Hospital / Medical Center, Pharmacy, Public Transport Station, Restaurants & Cafes, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,4350,,,Ismailia,El Khamssa,"3emara 7, El Khamssa - Ganb El Wehda El Se7eya",1.07 km,Suez Canal University,1,2,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed semester. Nearby: Gym, Dry Clean / Laundry, Supermarket / Grocery, Restaurants & Cafes, Church, Hospital / Medical Center. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,24650,,,Ismailia,Fox,"Fox St, Victoria Tower 1 - Ganb El Hayah Market",3.6 km,Suez Canal University,2,4,1,any,True,True,True,False,True,4,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed semester. Nearby: Church, Mosque, ATM, Restaurants & Cafes, Gym, Public Transport Station. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",apartment,whole_apartment,42000,,,Ismailia,Shebin,El Salam Tower - Nassyet Shebin,2.86 km,Suez Canal University,2,6,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Shared Room at Old University,"Rent billed semester. Nearby: Dry Clean / Laundry, Supermarket / Grocery, Hospital / Medical Center, ATM, Gym, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,20450,,Ismailia,Old University,"Mohamed Ali St, 3emara 10 - Odam Vila El Mohafiz",5.94 km,Suez Canal University,1,3,1,any,True,True,True,False,False,4,,available,imported_ismailia_listings
Studio at The Stadium,"Rent billed monthly. Nearby: Supermarket / Grocery, Public Transport Station, Hospital / Medical Center, Mosque, Gym, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,3400,,,Ismailia,The Stadium,"El Madares St, Al-Nour Tower - Ganb Madraset El Loghat",3.59 km,Suez Canal University,1,2,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: ATM, Restaurants & Cafes, Dry Clean / Laundry, Bakery, Mosque, Gym. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,3750,,,Ismailia,Ard El Gami'at,"3emara 44, Ard El Gami'at",5.07 km,Suez Canal University,1,1,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at Sheikh Zayed,"Rent billed monthly. Nearby: Public Transport Station, Supermarket / Grocery, Church, Pharmacy, Restaurants & Cafes, ATM. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,4300,,,Ismailia,Sheikh Zayed,"El Kakola St, 3emara 14 - Ganb Madkhal Ard El Gam3eyat",3.31 km,Suez Canal University,1,2,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed monthly. Nearby: Pharmacy, Mosque, Bakery, Supermarket / Grocery, Hospital / Medical Center, Church. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe | Room 2 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",apartment,whole_apartment,8050,,,Ismailia,El Eshreeni,"3emara 18, El Mansoura St - Ganb El Gam3eya El Khayrya",2.08 km,Suez Canal University,2,6,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed monthly. Nearby: Pharmacy, Church, Mosque, Public Transport Station, Gym, ATM. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Double): AC, Desk, Iron & Ironing Board, Wardrobe",apartment,whole_apartment,6000,,,Ismailia,Old University,"9 St, 3emara 3 - Ganb Sour El Gam3a El Adima",6.1 km,Suez Canal University,3,6,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed monthly. Nearby: Mosque, Dry Clean / Laundry, Bakery, Gym, Church, Restaurants & Cafes. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 3 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,6250,,,Ismailia,El Mamar,"El Sultan Hussein St, 3emara 12 - Fo2 Saydaleyet Orabi",4.88 km,Suez Canal University,3,6,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed semester. Nearby: Hospital / Medical Center, Church, ATM, Pharmacy, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,21200,,,Ismailia,El Eshreeni,"3emara 18, El Mansoura St - Ganb El Gam3eya El Khayrya",1.21 km,Suez Canal University,1,1,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Gym, Pharmacy, Restaurants & Cafes, Mosque, ATM, Public Transport Station. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 2 (Single): Wardrobe, Mirror, Window / View, Desk | Room 3 (Single): Private Bath, Mirror, Desk, Window / View | Room 4 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,4400,,,Ismailia,El Thalatini,El Thalatini x Tanta St - Odam El Halawanya,4.66 km,Suez Canal University,4,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at Ard El Gami'at,"Rent billed monthly. Nearby: Gym, Dry Clean / Laundry, Pharmacy, Church, Restaurants & Cafes, Mosque. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Single): Wardrobe, Mirror, Window / View, Desk | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,4800,,,Ismailia,Ard El Gami'at,"3emara 44, Ard El Gami'at",3.83 km,Suez Canal University,3,4,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at El Sabe'a,"Rent billed semester. Nearby: Gym, Pharmacy, Restaurants & Cafes, Bakery, Mosque, ATM. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,25900,,Ismailia,El Sabe'a,"3emara 229, El Horreya St - El Marhala El Sab3a",0.92 km,Suez Canal University,1,3,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed semester. Nearby: Public Transport Station, Restaurants & Cafes, Church, Supermarket / Grocery, Bakery, Dry Clean / Laundry. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): AC, Wardrobe, Mirror, Window / View | Room 4 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,31600,,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",3.23 km,Suez Canal University,4,5,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Shared Room at The Stadium,"Rent billed monthly. Nearby: Gym, Bakery, Restaurants & Cafes, Supermarket / Grocery, Dry Clean / Laundry, Public Transport Station. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",room,,,4100,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,4.09 km,Suez Canal University,1,3,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Church, Gym, Public Transport Station, Pharmacy, ATM, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,5900,,,Ismailia,El Thalatini,"3emara 45, Tanta St",5.17 km,Suez Canal University,4,5,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: Bakery, Church, Restaurants & Cafes, Gym, Public Transport Station, Hospital / Medical Center. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",apartment,whole_apartment,6100,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,3.03 km,Suez Canal University,2,6,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: Public Transport Station, Dry Clean / Laundry, Gym, Pharmacy, ATM, Church. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 3 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,5950,,,Ismailia,Hay El Salam,El Daqahlia St x Tanta St - 3emara 15,3.6 km,Suez Canal University,3,6,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed semester. Nearby: Hospital / Medical Center, Mosque, Supermarket / Grocery, ATM, Pharmacy, Church. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,19050,,,Ismailia,Ard El Gami'at,"Gam3eyet El 3asher, 3emara 15 - Ganb El Gam3 El Kebir",5.09 km,Suez Canal University,1,1,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Studio at Shebin,"Rent billed monthly. Nearby: Bakery, Dry Clean / Laundry, ATM, Supermarket / Grocery, Hospital / Medical Center, Gym. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,5200,,,Ismailia,Shebin,"El Safwa Tower, Shebin St - Odam Magma3 El Ma7akem",1.0 km,Suez Canal University,1,1,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Shared Room at The Stadium,"Rent billed monthly. Nearby: Bakery, Mosque, Gym, Pharmacy, ATM, Supermarket / Grocery. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,4200,,Ismailia,The Stadium,"3emara 12, Reda St",3.06 km,Suez Canal University,1,3,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed monthly. Nearby: Church, Gym, Supermarket / Grocery, Pharmacy, Bakery, Hospital / Medical Center. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,6250,,,Ismailia,Fox,"3emara 9, Fox St - Odam El Saydaleya",4.09 km,Suez Canal University,4,6,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: Pharmacy, Restaurants & Cafes, Supermarket / Grocery, Public Transport Station, Church, Mosque. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror | Room 2 (Single): Wardrobe, Mirror, Window / View, Desk | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,4900,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,3.23 km,Suez Canal University,3,4,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at El Khamssa,"Rent billed semester. Nearby: Restaurants & Cafes, Supermarket / Grocery, Church, ATM, Pharmacy, Public Transport Station. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,24350,,Ismailia,El Khamssa,"3emara 7, El Khamssa - Ganb El Wehda El Se7eya",1.29 km,Suez Canal University,1,3,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Studio at The Stadium,"Rent billed monthly. Nearby: Pharmacy, Gym, Hospital / Medical Center, Supermarket / Grocery, Public Transport Station, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,4350,,,Ismailia,The Stadium,"Reda St, 3emara 45 - Odam Bawabet El Nadi El Ismaeili",3.59 km,Suez Canal University,1,2,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Fox,"Rent billed monthly. Nearby: Pharmacy, Mosque, Restaurants & Cafes, Public Transport Station, ATM, Dry Clean / Laundry. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,4050,,Ismailia,Fox,"El Abraj St, 3emara 5 - El Dor El Ardi",3.51 km,Suez Canal University,1,3,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Shared Room at El Eshreeni,"Rent billed monthly. Nearby: Mosque, Pharmacy, Supermarket / Grocery, Gym, Public Transport Station, Hospital / Medical Center. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,5400,,Ismailia,El Eshreeni,"3emara 5, El Eshreeni St - Ganb Gam3 El Saleheen",2.42 km,Suez Canal University,1,3,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at El Mamar,"Rent billed monthly. Nearby: Mosque, Supermarket / Grocery, Pharmacy, Gym, Dry Clean / Laundry, Hospital / Medical Center. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,3550,,,Ismailia,El Mamar,"El Sultan Hussein St, 3emara 12 - Fo2 Saydaleyet Orabi",4.93 km,Suez Canal University,1,1,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed semester. Nearby: Dry Clean / Laundry, Mosque, Pharmacy, Hospital / Medical Center, Public Transport Station, ATM. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,20650,,,Ismailia,El Eshreeni,"Al-Amal Bldg, El Eshreeni St - Ganb El Bosta",1.96 km,Suez Canal University,1,2,1,any,False,True,True,True,True,4,,available,imported_ismailia_listings
Apartment at Arishiyat Misr,"Rent billed monthly. Nearby: Gym, Church, Public Transport Station, Hospital / Medical Center, Supermarket / Grocery, Restaurants & Cafes. Room breakdown — Room 1 (Single): AC, Wardrobe, Mirror, Window / View | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Private Bath, Mirror, Desk, Window / View | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,5150,,,Ismailia,Arishiyat Misr,"3emara 25, Portsaid St - Ganb Mezla2an El Atr",5.11 km,Suez Canal University,4,4,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at Hay El Salam,"Rent billed semester. Nearby: Pharmacy, Bakery, Hospital / Medical Center, ATM, Restaurants & Cafes, Gym. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe",apartment,whole_apartment,21600,,,Ismailia,Hay El Salam,"3emara 242, El Bahary St - Ganb El Kenisa",3.78 km,Suez Canal University,1,2,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed semester. Nearby: Public Transport Station, Restaurants & Cafes, Dry Clean / Laundry, Church, Mosque, Hospital / Medical Center. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,19900,,,Ismailia,El Sabe'a,"El Niqabat St, 3emara 8 - Wara Magma3 El Ma7akem",1.39 km,Suez Canal University,1,2,1,any,True,True,True,False,False,4,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed monthly. Nearby: Dry Clean / Laundry, ATM, Public Transport Station, Pharmacy, Supermarket / Grocery, Hospital / Medical Center. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk | Room 2 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",apartment,whole_apartment,6150,,,Ismailia,Old University,"3emara 20, 1 St - Ganb Kobri El Gam3a",5.85 km,Suez Canal University,2,6,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
